Engine_Size,Mileage,Horsepower,Torque,Price,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Tesla,Brand_Toyota,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Body_Type_Convertible,Body_Type_Coupe,Body_Type_Hatchback,Body_Type_SUV,Body_Type_Sedan,Car_Model_Economy,Car_Model_Luxury,Car_Model_Sports,Car_Model_Standard
2206.32,4.94,150.37,175.64,734109.98,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
1785.08,6.34,142.2,227.08,1880469.24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1756.71,12.51,173.64,179.97,1676489.29,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2690.06,16.43,140.76,183.72,1688722.07,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2000.275,21.63,119.96,166.51,1200336.45,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2000.275,15.29,89.54,150.04,1427115.78,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2613.05,13.77,100.86,233.65,1895535.49,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2262.97,17.9,152.4,224.54,1991056.31,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2464.19,10.65,59.93,302.72,910764.19,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1210.33,15.7,164.23,216.63,1183325.96,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2102.08,9,108.75,150.1,805058.29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1908.64,15.41,87.26,125.72,1600632.21,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2838.84,14.35,76.05,237.18,1942169.16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2463.82,10.98,119.96,131.1,1360642.24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1684.78,15.83,119.41,228.58,1168571.68,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2186.4,15.79,183.55,134.41,1332349.07,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2083.84,20.88,69.48,200.95,2653156.66,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2227.17,6.97,119.96,116.41,2095964.05,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1490.58,14.62,116.31,226.79,1865498.59,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2180.01,11.2,89.93,105.98,1660033.95,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1885.92,19.35,120.24,196.38,1493629.27,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2141.22,18.77,132.78,168.13,1046683.92,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1637.81,15.095,139.38,186.11,969154.79,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1707.47,11.48,180.25,156.25,1216044.66,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2586.92,19.43,67.86,154.84,1023110.06,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2000.275,7.35,133.51,189.29,1196093.52,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1511.12,6.32,94.12,119.87,1449052.19,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1974.21,8.62,137.2,119.52,1487349.21,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1614.05,14.83,137.25,158.49,1189809.36,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1557.49,18.38,80.52,156.15,1747604.78,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2052.54,15.095,83.95,119.68,1405496.81,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1247.47,21.61,140.47,235.45,1607349.32,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1496.02,15.66,120.94,159.93,1127704.81,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
3027.05,7.16,111.22,166.4,1846436.28,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2229.74,15.5,146.32,179.975,1232576.95,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1626.72,20.46,149.27,304.3,2304277.12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2209.11,18,98.81,325.62,1387504.32,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2283.67,20.5,85.92,133.18,1452657.97,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2497.21,8.17,69.52,253.57,1796794.24,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1936.42,12.93,121.34,179.975,1905925.1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2488.25,10.38,63.07,276.23,1959796.84,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
980.78,23.59,123.98,200.17,2387794.02,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1471.85,18.2,168.67,185.99,1830942.76,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2081.94,15.095,105.86,179.975,1466506.76,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2164.82,12.66,98.55,127.28,1235177.04,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1544.11,11.38,199.91,181.23,1433085.86,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2129.71,14.29,180.39,191.92,2242008.25,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1688.08,21.89,89.42,107.11,806516.85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1861.52,13.17,125.56,136.27,1090495.94,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2512.39,15.62,133.15,213.21,1390506.63,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2454.47,15.48,128.15,97.01,1083842.27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1501.47,15.095,192.59,188.02,1295614.01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1471.37,11.74,123.49,254.28,2403117.27,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1794.41,14.31,129.49,179.975,1350953.48,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1986.63,15.095,147.55,200.13,1705824.28,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2000.275,14.96,167.6,58.79,670901.58,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2000.275,15.095,157.48,130.69,948781.37,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2173.69,23.8,141.52,303.25,1966341.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2203.04,10.8,57.65,144.05,2334014.22,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1366.73,13.04,100.47,255.87,1610705.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2583.65,10.87,152.78,143.35,1346991.87,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2000.275,15.94,130.02,179.975,1748080.82,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2417.03,12.31,153.05,210.94,201282.74,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2467.16,16.2,195.49,186.04,1614560.67,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1783.8,20.52,72.92,202.89,976944.7,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2000.275,2.37,165.52,130.9,1897046.49,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1968.45,17.46,106.79,111.82,403850.55,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
2031.22,12.7,157.41,126.85,1185812.01,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2169.76,17.3,118.35,148.06,1479512.08,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2000.275,10.52,205.08,166.24,1119104.41,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2672.22,15.095,125.2,242.24,1312257.8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2350.57,19.57,94.38,185.24,1952217.18,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1543.6,17.84,136.79,209.08,1487751.99,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2071.79,18.97,132.96,188.5,1034709.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1593.44,11.27,165.52,113.07,1970200.03,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2411.06,11.9,137.92,181.04,1625490.43,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2070.23,18.76,219,187.85,1646243.74,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1437.74,11.16,115.54,225.6,1053744.49,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2040.56,22.23,116.02,115.88,226196.66,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1575.29,13.38,95.84,57.58,1046934.38,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2075.61,17.51,123.43,190.58,996065.71,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1570.46,25.5,129.24,201.23,1193351.52,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2013.74,11.47,131.25,169.24,1079072.17,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2375.23,15.34,122.69,181.68,1556349.25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1973.47,20.27,95.61,232.73,1940438.74,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1804.56,19.76,84.73,152.47,2038080.71,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2101.64,13.36,104.99,163.28,1918605.93,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2348.59,15.095,165.66,184.74,1051187.51,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1446.41,13.83,174.27,106.81,1529450.4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2130.33,22.24,116.92,170.89,2282582.92,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2658.77,13.6,82.34,176.18,707632.83,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2286.83,15.39,116.75,278.22,2174115.02,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2028.88,12.87,119.96,162.11,1001948.33,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
2319.87,18.53,159.96,192,1646882.64,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2226.25,15.78,142.03,235.12,1706392.56,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2376.8,9.98,158.51,129.75,1594956.52,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
988.03,10.16,181.62,262.54,2614236.45,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1223.27,5.01,73.89,285.83,1349584.05,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2502.41,10.84,104.32,178.27,680256.06,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1247.36,18.97,98.85,147.63,1678223.53,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2200.77,21.62,143.48,277.63,1414980.01,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1823.98,18.43,126.4,227.74,1777400.6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1501.91,17.77,150.25,184.92,1941047.62,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2174.82,14.37,99.72,265.61,1483155.16,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2100.52,18.87,174.88,259.26,1718155.22,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3055.17,16.43,117.23,179.975,1572118.97,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1687.59,24.02,147.78,194.92,2395943.72,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2720.06,14.51,167.82,214.61,1314719.12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
2000.275,21.72,164.6,181.72,1156464.9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1669.49,19.37,134.43,96.55,1940365.45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2399.62,18.68,152.77,123.7,1035410.09,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2282.87,4.94,189.67,98.5,1696078.9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2017.92,19.65,140.54,209.58,1415205.42,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2133.15,15.095,90.81,108.94,1449339.66,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1701.51,12.78,143.32,191.55,2718652.31,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1587.11,7.59,118.51,289.91,2117043.37,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2379.72,14.97,26.08,265.67,2010789.77,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1888.03,15.17,138.48,69.76,1765285.32,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1959.96,8.48,124.67,103.28,1154242.94,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2139.91,7.63,166.26,133.41,1630740.84,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2132.64,17.43,90,109.86,1791662.15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1285.34,19.36,59.77,80.77,1599492.72,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
2643.13,15.95,126.75,179.35,1547375.16,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2060.59,20.75,135.21,222.31,1301275.35,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1898.67,14.57,123.75,237.24,1636729.32,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2215.42,14.73,120.83,151.53,1237214.32,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2118.27,10.41,77.25,163.69,1851711.59,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2383.53,7.2,114.44,201.34,492114.4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2268.99,24.27,106.06,173.49,2179371.78,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2358.92,20.66,162.91,228.64,844167.05,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2675.5,8.04,135.17,205.82,966372.49,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2441.81,15.78,108.88,157.42,1704427.09,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1919.76,14.5,188.96,68.6,1769970.92,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1438.55,13.63,109.24,269.94,2539138.99,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2833.9,12.95,142.31,138.84,1648142.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1881.14,16.91,113.32,201.45,1479772.62,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1763.45,19.09,185.25,65,1595649.69,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1131.64,17.01,123.47,179.32,2295243.88,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2169.24,14.4,124.66,186.02,2712200,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2074.44,14.21,114.41,188.92,1407599.85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1242.44,19.68,127.86,179.975,1771386.21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2226.64,17.32,167.98,142.13,1462805.41,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1750.9,15.36,153.83,229.24,1452866.83,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2000.275,15.095,121.12,211.39,2439525.31,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2000.275,16.73,188.05,139.28,1037134.14,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1782.4,12.66,154.92,228.34,332859.4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1562.61,19.11,102.47,179.975,1658722.18,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2638.94,9.62,64.79,232.51,2100503.26,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1813.61,12.94,119.96,297.66,1609948.31,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1637.54,15.095,136.53,189.05,1751101.78,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2353.48,9.34,143.89,163.13,1876196.69,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1309.82,7.13,174.37,243.09,1555455.54,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2312.56,15.32,76.22,263.8,1778153.81,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2890.7,6.52,102.43,127,1769805.95,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2283.3,8.51,72.89,152.82,520697.7,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2318.95,18.78,66.45,179.975,1556933.45,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2435.03,13.98,94.89,172.08,713608.58,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2854.85,21.43,134.66,122.74,1480914.25,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2604.95,8.98,150.86,212.44,1252359.53,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2219.83,14.53,82.07,220.29,2017005.63,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2451.95,17,87.63,159.94,1622206.38,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1557.03,9.15,48.81,183.68,1736596.42,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2388.15,20.16,128.57,145.41,1404274.64,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1497.22,17.55,90.71,114.29,2026090.63,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1816.49,6.95,186.52,150.18,701337.33,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2000.275,14.81,119.96,184.44,1052248.77,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2200.71,16.93,113.14,91.49,2143153.56,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1678.06,12.05,94.36,154.56,1282175.75,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2000.275,7.6,60.21,185.27,427084,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2195.1,16.39,65.29,251.68,2226320.64,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2562.05,26.06,95.11,161.24,2038468.04,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1458.2,13.07,92.04,105.25,1855484.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2519.19,22.85,80.03,179.975,1547203,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
3052.93,11.24,135.08,146.01,2330373.51,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2382.08,16.08,140.57,179.975,2129309.21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2395.17,18.86,101.65,159.73,2273928.03,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2084.8,15.095,197.41,179.975,1847750.24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1737.67,13.51,50.13,179.975,1561397.93,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2380.6,18.63,122.33,188.54,1300417.56,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1246.96,24.46,111.26,185.35,865538.08,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1791.12,16.5,97.97,87.52,1751022.81,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1114.47,12.42,92.09,92.13,1792678.67,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1648.17,14.05,119.72,174.48,1325109.33,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2321.02,27.6,110.98,200.17,1806840.51,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2252.7,15.095,104.32,179.975,1333911.08,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2025.46,12.03,68.05,194.25,1933713.85,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
2085.2,9.27,55.28,108.84,1058946.35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1057.07,5.87,108.46,29.73,972444.23,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1813.72,16.82,103.92,173.99,1379710.64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1659.32,18.27,112.12,147.96,1914392.7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1670.47,13.02,115.66,104.25,920607.27,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2299.79,14.93,119.96,229.68,2024843.51,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1569.75,9.15,111.5,179.975,678705.93,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1697.66,15.66,85.86,217.02,1376627.06,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
956.47,17.41,180.96,95.39,793461.94,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1852.94,12.32,88.01,188.05,195050.32,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1456.08,23.45,105.16,236.04,1683225.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2039.6,10.81,91.05,159.72,1411094.45,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1524.45,16.42,90.38,281.4,801450.53,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2052.27,19.24,120.99,295.07,1241693.07,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1927.66,14.61,115.91,194.23,1720912.61,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2836.02,14.06,101.62,212.48,1315925.17,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2248.61,7.86,108.66,243.64,1400659.44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1080.18,21.79,91.21,212.67,1300771.71,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2000.275,14.15,136.07,206.23,1208848.93,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2027.6,17.69,202.21,148.56,1202331.36,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
